year,week,State,City,average_temperature,average_precipitation,last_day_of_the_week
2018,37,Illinois,Chicago,71.35714285714286,0.0,2018-09-16
2018,38,Illinois,Chicago,69.78571428571429,0.03,2018-09-23
2018,39,Illinois,Chicago,59.642857142857146,0.055714285714285716,2018-09-30
2018,40,Illinois,Chicago,64.0,0.4985714285714286,2018-10-07
2018,41,Illinois,Chicago,55.357142857142854,0.0842857142857143,2018-10-14
2018,42,Illinois,Chicago,44.285714285714285,0.018571428571428572,2018-10-21
2018,43,Illinois,Chicago,47.42857142857143,0.017142857142857144,2018-10-28
2018,44,Illinois,Chicago,48.357142857142854,0.15285714285714286,2018-11-04
2018,45,Illinois,Chicago,36.285714285714285,0.07714285714285715,2018-11-11
2018,46,Illinois,Chicago,30.0,0.028571428571428574,2018-11-18
2018,47,Illinois,Chicago,35.92857142857143,0.11428571428571428,2018-11-25
2018,48,Illinois,Chicago,31.214285714285715,0.18857142857142858,2018-12-02
2018,49,Illinois,Chicago,27.071428571428573,0.0014285714285714286,2018-12-09
2018,50,Illinois,Chicago,33.642857142857146,0.032857142857142856,2018-12-16
2018,51,Illinois,Chicago,35.57142857142857,0.02142857142857143,2018-12-23
2018,52,Illinois,Chicago,34.57142857142857,0.11285714285714286,2018-12-30
2010,40,Colorado,Denver,57.07142857142857,0.29571428571428576,2010-10-10
2010,41,Colorado,Denver,51.785714285714285,0.017142857142857144,2010-10-17
2010,42,Colorado,Denver,52.57142857142857,0.16285714285714284,2010-10-24
2010,43,Colorado,Denver,49.857142857142854,0.26571428571428574,2010-10-31
2010,44,Colorado,Denver,53.714285714285715,0.3685714285714286,2010-11-07
2010,45,Colorado,Denver,44.857142857142854,0.10571428571428572,2010-11-14
2010,46,Colorado,Denver,43.07142857142857,0.08,2010-11-21
2010,47,Colorado,Denver,31.357142857142858,0.07142857142857142,2010-11-28
2010,48,Colorado,Denver,41.642857142857146,0.10571428571428572,2010-12-05
2010,49,Colorado,Denver,47.214285714285715,0.7671428571428571,2010-12-12
2010,50,Colorado,Denver,43.785714285714285,0.2328571428571429,2010-12-19
2010,51,Colorado,Denver,44.714285714285715,0.1642857142857143,2010-12-26
2010,52,Colorado,Denver,34.92857142857143,0.08142857142857142,2011-01-02
2011,1,Colorado,Denver,38.42857142857143,0.10571428571428572,2011-01-09
2011,2,Colorado,Denver,44.285714285714285,0.4171428571428572,2011-01-16
2011,3,Colorado,Denver,42.642857142857146,0.10857142857142857,2011-01-23
2011,4,Colorado,Denver,44.857142857142854,0.08714285714285715,2011-01-30
2011,5,Colorado,Denver,42.714285714285715,0.055714285714285716,2011-02-06
2011,6,Colorado,Denver,41.857142857142854,0.09428571428571428,2011-02-13
2011,7,Colorado,Denver,39.857142857142854,0.11142857142857143,2011-02-20
2011,8,Colorado,Denver,32.642857142857146,0.11,2011-02-27
2011,9,Colorado,Denver,40.92857142857143,0.1557142857142857,2011-03-06
2011,10,Colorado,Denver,45.5,0.41571428571428565,2011-03-13
2011,11,Colorado,Denver,45.285714285714285,0.12285714285714287,2011-03-20
2011,12,Colorado,Denver,46.285714285714285,0.14,2011-03-27
2011,13,Colorado,Denver,46.142857142857146,0.33,2011-04-03
2011,14,Colorado,Denver,44.5,0.11857142857142856,2011-04-10
2011,15,Colorado,Denver,44.714285714285715,0.10142857142857144,2011-04-17
2011,16,Colorado,Denver,46.857142857142854,0.025714285714285714,2011-04-24
2011,17,Colorado,Denver,47.57142857142857,0.15142857142857144,2011-05-01
2011,18,Colorado,Denver,50.57142857142857,0.05714285714285714,2011-05-08
2011,19,Colorado,Denver,51.285714285714285,0.3142857142857142,2011-05-15
2011,20,Colorado,Denver,53.642857142857146,0.005714285714285714,2011-05-22
2011,21,Colorado,Denver,53.5,0.0642857142857143,2011-05-29
2011,22,Colorado,Denver,57.642857142857146,0.05142857142857143,2011-06-05
2011,23,Colorado,Denver,58.714285714285715,0.03142857142857143,2011-06-12
2011,24,Colorado,Denver,57.5,0.08857142857142856,2011-06-19
2011,25,Colorado,Denver,60.57142857142857,0.04857142857142858,2011-06-26
2011,26,Colorado,Denver,63.07142857142857,0.0,2011-07-03
2011,27,Colorado,Denver,64.42857142857143,0.005714285714285714,2011-07-10
2011,28,Colorado,Denver,63.142857142857146,0.07714285714285715,2011-07-17
2011,29,Colorado,Denver,64.35714285714286,0.0,2011-07-24
2011,30,Colorado,Denver,64.85714285714286,0.018571428571428572,2011-07-31
2011,31,Colorado,Denver,65.85714285714286,0.0,2011-08-07
2011,32,Colorado,Denver,62.857142857142854,0.0,2011-08-14
2011,33,Colorado,Denver,67.28571428571429,0.0,2011-08-21
2011,34,Colorado,Denver,69.0,0.017142857142857144,2011-08-28
2011,35,Colorado,Denver,63.642857142857146,0.0014285714285714286,2011-09-04
2011,36,Colorado,Denver,69.85714285714286,0.0,2011-09-11
2011,37,Colorado,Denver,59.785714285714285,0.060000000000000005,2011-09-18
2011,38,Colorado,Denver,65.85714285714286,0.028571428571428574,2011-09-25
2011,39,Colorado,Denver,57.42857142857143,0.13999999999999999,2011-10-02
2011,40,Colorado,Denver,54.57142857142857,0.07428571428571429,2011-10-09
2011,41,Colorado,Denver,51.785714285714285,0.1642857142857143,2011-10-16
2011,42,Colorado,Denver,53.92857142857143,0.09142857142857143,2011-10-23
2011,43,Colorado,Denver,48.214285714285715,0.09714285714285716,2011-10-30
2011,44,Colorado,Denver,43.57142857142857,0.05714285714285714,2011-11-06
2011,45,Colorado,Denver,46.785714285714285,0.07142857142857142,2011-11-13
2011,46,Colorado,Denver,38.714285714285715,0.10714285714285712,2011-11-20
2011,47,Colorado,Denver,44.785714285714285,0.4599999999999999,2011-11-27
2011,48,Colorado,Denver,38.5,0.014285714285714285,2011-12-04
2011,49,Colorado,Denver,35.42857142857143,0.002857142857142857,2011-12-11
2011,50,Colorado,Denver,38.857142857142854,0.03142857142857143,2011-12-18
2011,51,Colorado,Denver,40.785714285714285,0.0071428571428571435,2011-12-25
2011,52,Colorado,Denver,44.42857142857143,0.2557142857142857,2012-01-01
2012,1,Colorado,Denver,43.714285714285715,0.20142857142857146,2012-01-08
2012,2,Colorado,Denver,36.57142857142857,0.07857142857142856,2012-01-15
2012,3,Colorado,Denver,34.857142857142854,0.4742857142857143,2012-01-22
2012,4,Colorado,Denver,41.0,0.27571428571428575,2012-01-29
2012,5,Colorado,Denver,45.5,0.10571428571428572,2012-02-05
2012,6,Colorado,Denver,47.785714285714285,0.05142857142857144,2012-02-12
2012,7,Colorado,Denver,41.214285714285715,0.21571428571428575,2012-02-19
2012,8,Colorado,Denver,41.785714285714285,0.14142857142857143,2012-02-26
2012,9,Colorado,Denver,41.07142857142857,0.03571428571428571,2012-03-04
2012,10,Colorado,Denver,41.785714285714285,0.19714285714285715,2012-03-11
2012,11,Colorado,Denver,40.785714285714285,0.46,2012-03-18
